label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
2	571 mph	0.3603	Reilly	track & field	972	Reilly	1142 m/s	202	622	-1099	0.1354	1.5358	Computational Media	1208	1.5649
4	1043 mph	0.966	Chris	volleyball	245	vANI	243 m/s	517	1348	-1839	0.5179	1.0657	Computer Engineering	1414	-1.2836
0	-1465 mph	0.736	Lise	motor sports	715	Eriq	777 m/s	24	-50	120	-0.4943	-0.711	Electrical Engineering	1240	1.5628
4	1036 mph	1.7598	Chris	boxing	471	Vani	500 m/s	-32	47	1739	-0.6274	0.266	Technology and Information Management	1734	0.8286
2	216 mph	2.6882	Vani	basketball	214	Reilly	1078 m/s	1322	106	597	0.6441	0.9393	Applied Mathematics	1519	1.8853
5	672 mph	0.5176	Eriq	running	-282	Sam	-1451 m/s	-644	1033	868	-0.5887	-0.4663	Biotechnology	-82	-1.1358
0	150 mph	-0.7763	Lise	badminton	1950	Michael	459 m/s	1187	175	1716	0.3202	1.2139	Electrical Engineering	2514	1.0459
5	563 mph	0.1358	Michael	running	624	Sam	1007 m/s	84	1027	833	-0.193	0.2155	Biotechnology	-414	0.2072
6	486 mph	1.0811	Tony	ice hockey	-228	Fabrice	2493 m/s	-498	1453	27	-1.9032	1.171	Computer Game Design	243	1.1
6	1538 mph	0.4026	tONY	ice hockey	336	Fabrice	666 m/s	480	1651	1917	-0.2777	1.0904	Computer Game Design	320	1.687
0	1143 mph	-0.2696	Lise	badminton	-411	Michael	1701 m/s	1014	525	705	0.2685	1.3468	Statistics	1821	0.6452
5	-183 mph	-0.5842	Eriq	running	36	Sam	435 m/s	-1538	132	-410	0.1645	-0.4052	Biotechnology	1043	0.7904
3	590 mph	-0.108	Andrew	soccer	1115	Tony	692 m/s	730	1288	-866	-0.4193	1.3938	Natural Language Processing	2175	0.0478
1	-72 mph	-0.1028	Fabrice	baseball	-417	Andrew	503 m/s	-1107	50	1425	0.6298	-0.1008	Data Science	1418	0.029
1	-208 mph	0.92	Fabrice	baseball	5	Andrew	-33 m/s	-585	-69	268	1.3574	0.8297	Bioinformatics	1083	1.1424
4	1777 mph	0.6393	Chris	Volleyball	2342	Vani	-329 m/s	1748	1421	619	-0.5488	1.3125	Robotics Engineering	-217	N/A
2	12 mph	2.082	Reilly	track & field	843	Lise	1081 m/s	-41	597	4	0.7149	1.581	Data Science	2208	0.8111
6	1308 mph	1.5242	Tony	running	1675	Chris	3020 m/s	2768	889	-1997	0.1269	1.3145	Computer Game Design	1471	-0.5357
4	905 mph	0.0796	Lise	volleyball	699	Vani	1314 m/s	568	39	782	0.6458	1.1175	Computer Engineering	555	1.364
0	-165 mph	-0.2551	Lise	MOTOR SPORTS	820	Eriq	1854 m/s	487	359	-211	1.719	1.5822	Electrical Engineering	-327	-1.2114
1	-233 mph	-1.0319	Fabrice	baseball	878	Andrew	224 m/s	1535	850	743	2.485	0.901	Bioinformatics	-1246	1.2883
7	NULL	0.1945	Vani	tennis	825	Inan	1347 m/s	-11	-637	-1190	0.6843	0.929	Computational Media	835	2.0469
1	1177 mph	-0.039	Fabrice	baseball	944	Andrew	-511 m/s	709	-41	2554	1.6408	0.5464	Biotechnology	1321	-0.555
6	1822 mph	0.7006	Tony	golf	1077	Chris	845 m/s	833	1478	816	1.8654	-0.7449	cOMPUTER gAME dESIGN	175	-0.1779
4	-852 mph	1.6113	Chris	volleyball	1438	Vani	541 m/s	1273	1943	-956	-0.8501	1.5891	Computer Engineering	982	1.9389
3	961 mph	2.7046	Andrew	soccer	743	Tony	403 m/s	-864	1285	-17	-0.2948	0.5298	Computer Science	-415	0.3234
0	227 mph	0.5401	Lise	badminton	-542	Eriq	324 m/s	997	-156	3139	0.1311	-0.378	statistics	453	-0.325
1	434 mph	-0.1003	Fabrice	baseball	-594	Andrew	1120 m/s	1073	318	-43	1.0214	-0.9345	Bioinformatics	632	0.3048
7	-231 mph	-0.8104	Inan	basketball	42	Inan	-228 m/s	1186	591	14	0.7314	0.8611	Computational Media	472	0.5678
2	1491 mph	0.9569	Vani	track & field	-443	Reilly	1057 m/s	-133	1260	690	-0.6248	0.4779	Data Science	1613	0.8363
7	-57 mph	-0.7929	Eriq	basketball	45	iNAN	156 m/s	-298	-381	1403	-0.9529	0.0698	Computational Media	725	2.2534
3	-878 mph	-0.0855	Andrew	soccer	382	Tony	NULL	-506	1625	293	1.218	1.2463	Natural Language Processing	1325	-0.6576
0	-420 mph	-0.4343	Inan	running	909	Michael	794 m/s	1137	309	503	0.6412	1.1681	Statistics	2142	-0.0608
4	440 mph	0.3769	Chris	volleyball	600	Vani	1041 m/s	1774	1524	2525	-0.0113	-0.7505	Computer Engineering	667	-0.2052
3	-19 mph	-0.5075	Andrew	soccer	1491	Tony	327 m/s	-758	1346	1604	-1.0878	1.3939	Natural Language Processing	76	0.3786
0	856 mph	1.6445	Lise	motor sports	1402	Eriq	641 m/s	1375	468	-434	-1.9284	-0.227	Computational Media	1440	-0.1947
7	587 mph	0.4156	Inan	tennis	-596	Inan	205 m/s	389	-828	-1114	0.91	0.9454	Computational Media	1242	-0.5148
4	925 mph	2.4488	Chris	boxing	1469	Vani	-332 m/s	833	960	650	-0.4112	3.2964	Bioinformatics	58	0.3876
4	-182 mph	1.0096	Chris	ice hockey	1424	Vani	-559 m/s	495	719	2347	-0.9029	-0.2853	Robotics Engineering	-409	-0.0237
1	750 mph	0.5856	Fabrice	baseball	176	Andrew	557 m/s	1180	496	-813	-0.4843	0.8358		2519	-0.0226
1	257 mph	-0.734	Fabrice	baseball	659	Andrew	1651 m/s	811	2017	480	0.4462	-0.4012	Bioinformatics	-506	1.0269
0	-131 mph	1.1197	Lise	motor sports	NULL	Eriq	566 m/s	-913	-91	-753	0.342	0.8768	Bioengineering	1205	0.5458
5	705 mph	0.0222	Sam	running	590	SAM	-277 m/s	612	517	1409	-0.8113	1.2764	Biotechnology	192	-0.3758
7	-460 mph	0.2763	Inan	tennis	1309	Inan	440 m/s	1325	-631	2212	0.4794	0.3247	Computational Media	1019	0.7672
1	-221 mph	0.3606	Vani	track & field	303	Andrew	1191 m/s	1306	824	1695	0.6187	1.4828	Bioinformatics	1279	1.1272
4	787 mph	0.6006	Chris	volleyball	1944	Vani	1308 m/s	1181	868	439	0.5019	1.3785	Computer Engineering	-18	1.5105
2	985 mph	0.0233	Reilly	track & field	-214	Lise	590 m/s	767	461	40	0.4485	0.646	Applied Mathematics	-281	0.8913
4	341 mph	0.9028	Chris	volleyball	-1378	Vani	-712 m/s	269	934	1517	0.5652	2.4228	Robotics Engineering	-463	0.912
0	341 mph	-0.6847	Lise	motor sports	-103	Eriq	980 m/s	1054	-513	-1677	None	1.5849	Electrical Engineering	1675	-0.3726
5	249 mph	0.5445	Eriq	football	50	Sam	662 m/s	442	-236	656	-0.3641	0.935	Biotechnology	985	-0.2855
4	1168 mph	1.013	Chris	boxing	998	Vani	3118 m/s	1581	-81	628	0.6543	0.4774	Robotics Engineering	520	-0.987
2	710 mph	0.7457	Reilly	track & field	-807	Lise	109 m/s	2286	985	1259	NULL	0.9479	Applied Mathematics	660	0.2107
0	1404 mph	1.3739	Lise	motor sports	1155	Michael	639 m/s	-347	-859	-220	1.7801	-0.0766	Bioengineering	-21	-0.4684
0	-185 mph	0.3965	Lise	badminton	1781	Eriq	1185 m/s	425	582	760	1.5025	0.5663	STATISTICS	-683	0.3566
2	1853 mph	1.3716	Reilly	track & field	182	Reilly	765 m/s	1618	414	76	0.8935	-0.0528	Data Science	2783	-0.0769
0	285 mph	0.7167	Lise	badminton	1850	Michael	838 m/s	1601	888	1757	0.4501	1.0505	Statistics	858	-0.0164
5	333 mph	0.139	Sam	running	1044	Inan	2383 m/s	157	-275	-221	-1.0138	-0.3221	Biotechnology	-305	-0.5606
7	80 mph	0.6114	Inan	TENNIS	66	Inan	1420 m/s	1438	905	320	1.1716	-0.0658	Biotechnology	322	-0.2672
1	261 mph	-1.0253	Fabrice	baseball	44	Andrew	-88 m/s	1048	-671	386	1.6857	1.0338	Bioinformatics	-788	-0.6115
1	-96 mph	0.0317	Fabrice	baseball	272	Andrew	-128 m/s	216	1350	1014	0.3082	1.3148	Bioinformatics	321	0.6243
3	626 mph	-0.9494	Andrew	tennis	942	Tony	1146 m/s	-682	1120	576	-0.8912	1.0145	Natural Language Processing	2249	0.7144
3	-628 mph	-0.3132	Andrew	soccer	1711	Tony	1147 m/s	580	1382	447	2.0447	1.358	Natural Language Processing	421	0.1846
5	-608 mph	-0.1828	Andrew	running	648	Sam	1950 m/s	1601	-319	-970	-0.0222	2.1676	Bioinformatics	42	0.3833
4	2534 mph	1.8265	Chris	badminton	556	Vani	755 m/s	-175	1	2416	1.8559	0.222	Robotics Engineering	-1475	0.8931
2	492 mph	0.5193	Andrew	track & field	-737	Reilly	1145 m/s	1886	1626	-48	-0.1006	-0.2286	Applied Mathematics	1275	0.1097
1	135 mph	-0.2915	Fabrice	baseball	930	Andrew	856 m/s	444	467	413	0.367	-0.1681	Bioinformatics	-1425	-0.5344
3	562 mph	1.2203	Andrew	basketball	89	Tony	2376 m/s	-195	133	1573	-0.3232	0.7994	Bioinformatics	584	0.9775
5	310 mph	0.7015	Michael	boxing	534	Sam	636 m/s	1582	-155	366	0.5029	0.5018	Computational Media	825	0.196
2	743 mph	1.4201	Vani	track & field	505	Reilly	265 m/s	569	1126	743	-0.3531	0.4533	Applied Mathematics	1517	1.032
1	682 mph	0.0532	Fabrice	baseball	581	Andrew	916 m/s	1460	752	-281	0.7246	0.4619	Bioinformatics	283	-0.4539
0	502 mph	-0.4098	Lise	motor sports	1544	Eriq	1501 m/s	613	-215	167	0.317	-0.2698	Statistics	498	0.9377
5	730 mph	0.6515	Michael	running	1113	NULL	107 m/s	-1302	177	1285	-1.4573	2.1224	Biotechnology	1268	0.7164
5	823 mph	-0.4055	Eriq	football	8	Sam	990 m/s	863	-104	582	-0.2968	0.4532	Biotechnology	713	-1.0147
1	1291 mph	0.5776	Fabrice	baseball	-660	Andrew	-3 m/s	172	559	1316	2.0098	1.4822	Bioinformatics	2948	1.071
2	1824 mph	1.0462	Reilly	track & field	-654	Reilly	2238 m/s	-1395	-4	-938	0.0061	-0.359	Data Science	-925	2.3999
0	-45 mph	0.7107	Lise	motor sports	550	Eriq	707 m/s	1555	150	628	1.0689	0.4907	Biotechnology	1278	-0.6895
5	-109 mph	0.2565	Sam	running	1414	Sam	2088 m/s	1679	444	394	1.0107	0.1502	Biotechnology	1191	-0.9082
0	618 mph	0.4941	Lise	badminton	978	Eriq	28 m/s	816	693	711	1.4973	1.3252	Statistics	52	-0.0832
0		0.0806	Lise	motor sports	984	Michael	830 m/s	234	-178	-1311	0.4192	0.9257	Bioengineering	1647	0.8096
0	999 mph	-0.1796	Lise	badminton	-630	Eriq	193 m/s	1500	-195	-679	2.6535	0.5303	Electrical Engineering	1009	1.9692
6	470 mph	0.4754	Tony	ice hockey	1205	Chris	503 m/s	-128	849	2018	1.1497	0.7381	Computer Game Design	1385	0.1556
7	-88 mph	0.4028	Inan	tennis	1077	Inan	1145 m/s	111	871	1184	-0.2368	-0.3077	Computational Media	640	0.3325
1	326 mph	-0.432	Fabrice	baseball	749	Andrew	1172 m/s	271	881	-9	-0.8162	1.123	Bioinformatics	156	0.0197
5	849 mph	1.0858	Sam	football	1345	Sam	531 m/s	1153	-424	378	-0.724	-1.2992	Biotechnology	-320	1.4618
3	920 mph	-0.6086	Andrew	soccer	-386	Reilly	1260 m/s	897	328	-409	0.6215	0.8396	Bioinformatics	447	-0.1561
0	-1374 mph	0.5269	Lise	MOTOR SPORTS	-90	Eriq	-497 m/s	419	942	956	1.6191	1.033	Bioengineering	316	-0.1751
7	857 mph	-0.1438	Inan	tennis	1278	Inan	623 m/s	326	1278	1017	0.44	1.4884	Computational Media	-558	-0.4008
2	184 mph	1.0329	Vani	track & field	1437	Lise	1304 m/s	878	469	-1497	-0.5279	0.2625	Applied Mathematics	1770	0.2922
4	471 mph	0.8361	Chris	boxing	-331	Vani	443 m/s	1055	311	956	-0.295	0.8588	Robotics Engineering	148	0.5737
6	1594 mph	0.9304	Tony	badminton	487	Fabrice	1292 m/s	444	1271	-521	1.1923	0.468	Computer Game Design	1665	1.633
3	-56 mph	0.1215	Andrew	soccer	1446	Tony	413 m/s	1938	1795	951	0.3543	1.4671	Biotechnology	437	1.1875
5	N/A	-0.4002	Michael	running	-250	Sam	-305 m/s	738	316	2073	0.6026	0.8445	Biotechnology	85	1.0643
1	620 mph	1.0243	Fabrice	baseball	-393	Andrew	-1280 m/s	-144	652	112	0.783	0.4117	Bioinformatics	136	0.7194
1	-282 mph	0.4384	Tony	baseball	659	Andrew	245 m/s	1933	534	-107	0.5322	1.3891	Bioinformatics	-564	-0.9376
3	-358 mph	-0.3749	Andrew	soccer	2071	Tony	1444 m/s	-933	1149	774	-0.6318	0.5126	Computer Science	2554	0.5847
3	384 mph	-0.232	N/A	volleyball	688	Tony	-429 m/s	238	839	-940	-0.957	1.6306	Computer Science	1116	1.7936
0	682 mph	1.0618	Lise	badminton	1232	Eriq	1697 m/s	?	-312	629	2.3617	0.82	Statistics	-285	-0.0236
2	126 mph	1.6221	Reilly	track & field	147	Lise	2238 m/s	1646	1379	-358	-1.6799	1.1127	Applied Mathematics	-651	1.4706
2	770 mph	0.8233	Reilly	track & field	89	Lise	2935 m/s	2086	37	1651	-1.4379	1.5324	Data Science	-693	0.2227
5	-626 mph	-0.2635	Michael	football	1329	Sam	959 m/s	-1021	376	-144	-0.8332	2.085	Biotechnology	-1383	0.4069
3	-1907 mph	-0.9734	Andrew	soccer	-402	Tony	785 m/s	-1255	814	1071	1.1073	-0.235	Computer Science	1272	1.7186
1	2113 mph	-0.127	Lise	baseball	-742	Andrew	None	2219	201	1604	0.8396	1.4191	Bioinformatics	1510	0.8331
0	721 mph	0.279	Lise	badminton	934	Eriq	155 m/s	-442	208	-1143	1.2112	0.1881	Bioengineering	796	0.2129
5	298 mph	0.8891	Michael	running	1406	Sam	2013 m/s	1257	?	-607	0.4476	0.9747	Biotechnology	2303	1.2989
6	1502 mph	0.3213	Sam	golf	-26	Chris	807 m/s	-384	1096	703	0.4512	1.6259	Computer Game Design	1247	0.7379
2	1726 mph	-0.0288	Vani	baseball	732	Reilly	?	1472	106	-799	0.0742	1.6421	Applied Mathematics	1049	0.925
3	45 mph	-0.498	Andrew	soccer	-425	Fabrice	770 m/s	606	1124	234	-0.4355	1.4586	Computer Science	-196	0.4199
1	-448 mph	0.929	fabrice	baseball	-351	Andrew	524 m/s	1828	193	203	-0.0636	-0.1641	Bioinformatics	997	-0.5926
4	-61 mph	-0.2306	Chris	volleyball	-273	Vani	-1180 m/s	125	911	888	2.0576	0.8191	Robotics Engineering	-642	0.4111
1	145 mph	0.362	Fabrice	baseball	-915	Andrew	469 m/s	190	498	-329	-0.0128	2.7761	Bioinformatics	None	0.2349
0	1266 mph	0.5538	Lise	badminton	1035	Michael	1028 m/s	1099	1304	-590	None	-0.5187	Computational Media	1037	0.6156
1	669 mph	-0.6666	fABRICE	baseball	1046	Andrew	27 m/s	197	-512	188	1.097	-0.2064	Bioinformatics	-517	0.1656
0	234 mph	-0.0808	Lise	soccer	1133	Michael	-261 m/s	-1492	-1019	1047	0.8477	-0.5861	Bioinformatics	63	1.3878
1	1219 mph	-0.3201	Fabrice	baseball	725	Andrew	443 m/s	491	594	623	1.5332	0.7205	Bioinformatics	1030	-0.2824
0	2315 mph	1.3259	Lise	BADMINTON	223	Michael	-504 m/s	933	96	752	0.0171	-1.2183	Electrical Engineering	1036	-0.7412
0	873 mph	0.4387	LISE	motor sports	2033	Tony	-262 m/s	-38	589	413	1.4344	0.4836	Bioengineering	-454	0.8319
4	-444 mph	0.5288	Chris	boxing	216	Vani	654 m/s	484	361	883	-1.9496	2.5168	Technology and Information Management	-785	0.8423
2	1376 mph	2.1862	Vani	track & field	-573	Fabrice	1309 m/s	1151	1257	-500	-0.0896	0.1779	Applied Mathematics	1346	-0.7162
2	1692 mph	0.9639	Reilly	tennis	-1249	Reilly	1199 m/s	442	534	-235	NULL	1.4986	Data Science	-918	1.4865
6	837 mph	1.408	Tony	golf	894	Chris	?	263	272	450	1.7974	0.5566	Computer Game Design	1585	1.5883
6	2661 mph	0.8739	Tony	golf	199	Chris	-175 m/s	1189	2052	264	2.3844	1.0984	Human Computer Interaction	853	1.2195
6	761 mph	1.594	Tony	golf	1122	Tony	2813 m/s	583	1295	1177	1.4151	1.9565	Computer Game Design	204	-0.4139
3	-429 mph	-0.0962	Andrew	soccer	433	Tony	-180 m/s	-624	275	439	0.5508	0.6462	Natural Language Processing	430	0.7441
6	1496 mph	1.7915	Tony	ice hockey	1026	Chris	2426 m/s	314	1889	-1725	0.4382	-0.349	Computer Game Design	239	0.5282
3	-346 mph	-0.5192	andrew	soccer	208	Tony	995 m/s	-956	1115	-709	N/A	-0.0361	Natural Language Processing	535	1.5913
2	150 mph	-0.2962	Vani	track & field	1399	NULL	-678 m/s	13	1921	-340	0.6955	0.7701	APPLIED MATHEMATICS	1193	0.9657
0	-1645 mph	-0.6406	Lise	motor sports	677	Michael	1608 m/s	867	337	1694	1.3281	0.5677	Technology and Information Management	160	0.1355
1	483 mph	0.1582	Fabrice	basketball	-355	Andrew	299 m/s	610	664	-150	1.4998	1.8882	Bioinformatics	167	0.9683
0	-30 mph	0.0551	Inan	badminton	-193	Michael	39 m/s	100	-767	-344	0.0968	-0.4612	Statistics	121	1.5265
5	284 mph	1.2632	Sam	football	1862	Sam	1540 m/s	557	1458	-475	-1.3681	0.1531	Biotechnology	-164	-0.2244
3	83 mph	-0.3019	Andrew	soccer	-894	Tony	1610 m/s	832	501	345	1.1499	2.2163	Applied Mathematics	-984	-0.6018
2	796 mph	1.495	Vani	track & field	-256	Reilly	467 m/s	71	357	-44	-1.0627	0.1928	Applied Mathematics	-480	1.4896
0	245 mph	0.1608	Lise	badminton	1015	Eriq	3504 m/s	1509	241	-838	1.2429	0.6889	Statistics	1389	-0.2287
6	1414 mph	0.5701	Tony	golf	910	Chris	-206 m/s	-68	1821	189	0.4662	1.557	Human Computer Interaction	1016	0.2293
2	935 mph	1.5918	Reilly	baseball	-346	Reilly	1019 m/s	1726	338	-312	0.9531	-0.0585	Applied Mathematics	2066	0.2849
7	1642 mph	0.9485	Inan	basketball	471	Inan	859 m/s	1715	572	-239	-0.1038	0.3257	Computational Media	918	1.2453
4	-306 mph	0.8753	Chris	volleyball	2014	Vani	-744 m/s	187	1186	-506	-0.5241	0.6476	Computer Engineering	2103	1.0697
6	435 mph	1.1084	Tony	ice hockey	1714	Fabrice	742 m/s	11	671	1933	2.0798	-0.564	Human Computer Interaction	-360	-0.5562
0	1931 mph	-1.3113	Lise	motor sports	961	Eriq	2681 m/s	-387	-158	-1304	0.1399		Electrical Engineering	460	-0.9841
7	605 mph	1.4315	Inan	tennis	989	Inan	2298 m/s	563	612	453	1.9136	1.5311	Robotics Engineering	1091	0.5694
2	-929 mph	-0.8158	Vani	track & field	-74	Reilly	931 m/s	1638	1491	879	-0.4463	0.3334	Applied Mathematics	945	0.3198
7	1145 mph	-0.0165	Inan	basketball	916	Inan	375 m/s	-445	-215	616	-1.4377	-1.4118	Statistics	2086	1.0519
6	1069 mph	0.3074	Tony	ice hockey	-268	Sam	1363 m/s	-445	817	-186	0.8049	0.3592	Computer Game Design	297	0.6779
5	-378 mph	0.6721	Sam	football	591	Fabrice	1807 m/s	818	-156	738	-0.7395	-0.4222	Electrical Engineering	-719	0.0178
7	-38 mph	-0.6328	Inan	tennis	424	Inan	2173 m/s	3649	511	1591	-0.9436	-0.9939	Computational Media	168	0.1905
7	533 mph	-0.2595	Inan	basketball	1883	Inan	1526 m/s	618	-217	429	3.2091	0.0422	cOMPUTATIONAL mEDIA	39	0.7657
7	-774 mph	1.1067	Chris	tennis	92	Inan	654 m/s	1373	621	389	1.3881	0.3086	Computational Media	-156	1.4789
4	-51 mph	0.788	Chris	volleyball	1628	Vani	-659 m/s	235	936	-705	-1.1127	0.2602	Robotics Engineering	693	0.4196
6	1856 mph	1.2535	Tony	ice hockey	2103	Fabrice	151 m/s	-761	1269	740	None	0.64	Human Computer Interaction	18	0.1894
7	875 mph	-0.0054	Inan	basketball	681	Inan	646 m/s	82	-21	-363	N/A	-0.1019	Computational Media	929	0.6357
4	-91 mph	1.0532	Chris	boxing	-1372	Inan	684 m/s	494	351	794	-0.1338	0.8358	Robotics Engineering	537	0.5693
1	-274 mph	-1.1231	Fabrice	baseball	740	Michael	827 m/s	979	273	839	2.4233	0.7385	Bioinformatics	-1712	0.4101
2	961 mph	0.9363	Vani	track & field	545	Reilly	458 m/s	1273	1959	-1391	-2.6485	0.8881	Applied Mathematics	3	0.8891
1	1173 mph	1.2119	Fabrice	baseball	748	Andrew	1565 m/s	1822	516	-346	1.1362	0.9907	Bioinformatics	271	0.5341
4	1207 mph	1.6145	Chris	boxing	-214	Vani	-985 m/s	394	2230	778	-0.7152	2.0461	Robotics Engineering	1103	-0.328
2	1132 mph	1.012	Sam	track & field	447	Reilly	825 m/s	-196	1835	1367	0.9388	1.8234	Technology and Information Management	-200	2.3795
3	673 mph	-1.1253	Andrew	soccer	582	Tony	216 m/s	1110	373	-654	0.6332	-0.5946	Natural Language Processing	2178	-1.0279
6	1423 mph	1.1937	Inan	ice hockey	711	Fabrice	1060 m/s	NULL	668	-84	1.7447	-1.6678	games and playable media	-1135	-0.3287
3	531 mph	0.1854	Andrew	running	2376	Tony	NULL	-1720	1448	1121	1.6038	0.1415	Computer Science	1275	0.9876
4	-1595 mph	0.948	Chris	volleyball	1800	Vani	24 m/s	NULL	280	627	-0.1792	2.5217	Robotics Engineering	860	-0.0615
1	-125 mph	-0.2668	Fabrice	volleyball	1	Andrew	-471 m/s	333	17	-213	0.3637	2.0647	Bioinformatics	-397	-0.3059
5	-1270 mph	0.132	Michael	football	81	Sam	779 m/s	132	-264	799	-1.4976	2.0154	Biotechnology	536	0.0092
3	657 mph	-0.0588	Andrew	soccer	1061	Tony	-168 m/s	422	1103	551	0.5925	-0.2464	NATURAL LANGUAGE PROCESSING	377	0.33
6	730 mph	1.4989	Tony	golf	987	Sam	2978 m/s	-717	1296	-488	3.7319	-0.1958	Human Computer Interaction	298	1.5075
6	140 mph	0.5562	Tony	tennis	654	Chris	-154 m/s	-815	564	1113	1.2135	0.6233	Games and Playable Media	2058	1.0129
7	-704 mph	-0.4572	Inan	tennis	1585	Inan	524 m/s	252	217	-393	0.111	-0.1793	computational media	2713	0.5033
7	556 mph	0.1144	Inan	tennis	868	Inan	852 m/s	1721	-299	1375	-1.4674	-0.1726	Computational Media	-57	0.7431
0	-489 mph	-0.0381	Lise	motor sports	982	Eriq	916 m/s	1105	-650	2435	-0.5628	1.2177	Bioengineering	1202	N/A
7	560 mph	-0.5526	Inan	tennis	1011	Inan	1215 m/s	489	434	1270	0.0344	0.0822	Computer Science	909	-0.955
6	-169 mph	1.0054	Tony	soccer	295	Chris	1504 m/s	2814	461	97	0.1645	-0.3621	Computer Game Design	-140	0.9938
2	652 mph	1.8761	Vani	track & field	-1061	Lise	2850 m/s	607	1536	-1715	-1.6401	-1.0754	Applied Mathematics	714	2.8328
1	462 mph	0.5109	Fabrice	boxing	125	Andrew	18 m/s	736	1310	-260	-0.0359	0.7463	Biotechnology	-850	0.004
5	1331 mph	0.9598	Sam	football	2966	Sam	-447 m/s	116	243	958	-0.7605	0.7042	Biotechnology	-895	0.8853
2	1141 mph	2.127	Vani	track & field	957	Reilly	39 m/s	-296	828	N/A	-1.3624	1.3183	Applied Mathematics	-705	0.9781
7	538 mph	0.836	Inan	NULL	100	Inan	209 m/s	1260	985	1750	1.4075	1.3325	Bioinformatics	-115	0.9369
4	1470 mph	0.5111	chris	boxing	1153	Vani	-720 m/s	50	52	244	0.2254	0.5728	Technology and Information Management	-44	0.1061
6	280 mph	2.0234	Tony	golf	1728	Chris	130 m/s	233	874	791	-0.2502	0.0635	Games and Playable Media	120	0.3737
1	794 mph	0.5261	Reilly	baseball	845	Andrew	N/A	1332	192	1268	1.1672	2.2951	Bioinformatics	-639	-0.4006
0	1314 mph	0.3234	lISE	badminton	293	Michael	2038 m/s	1515	13	524	0.3311	1.7799	Statistics	429	0.1507
3	720 mph	0.4382	Tony	soccer	962	Tony	1498 m/s	891	1147	670	-0.3314	2.0896	Natural Language Processing	?	-0.1028
0	-603 mph	0.5806	Lise	badminton	554	mICHAEL	-350 m/s	688	338	2667	-1.4684	0.4218	Electrical Engineering	-305	1.0473
4	613 mph	0.9737	Chris	volleyball	1306	Vani	-548 m/s	103	1871	1703	?	0.9062	Technology and Information Management	-1050	0.6345
3	-723 mph	0.6736	Andrew	soccer	1031	Tony	1875 m/s	-66	554	351	-0.3773	1.3515	Computer Science	678	0.6349
7	949 mph	0.5487	Inan	basketball	635	INAN	1882 m/s	2240	492	1136	-0.6279	-0.0543	Electrical Engineering	332	1.0943
7	1233 mph	1.1137	Inan	tennis	516	Inan	3116 m/s	1159	-593	-682	2.106	0.6517	Computational Media	1166	0.3749
3	280 mph	-0.2028	Tony	soccer	1891	Tony	-1345 m/s	60	198	878	-0.219	-0.554	computational media	173	0.7947
4	963 mph	0.7227	Chris	boxing	1571	Vani	-156 m/s	-639	346	1248	-0.9098	-0.3076	Computer Engineering	955	0.2704
1	274 mph	n/a	Fabrice	baseball	288	Andrew	-920 m/s	1997	-1114	-128	0.1063	0.1478	BIOINFORMATICS	32	0.2279
4	191 mph	0.5599	Chris	boxing	681	N/A	64 m/s	-805	-897	1982	-0.3344	-0.1349	rOBOTICS eNGINEERING	130	0.6656
2	662 mph	0.3453	Reilly	track & field	296	rEILLY	1703 m/s	1245	374	394	-0.7387	1.9443	Applied Mathematics	-450	0.0506
7	-78 mph	1.2237	Inan	basketball	1962	Michael	1564 m/s	1345	428	396	2.1629	0.4164	Computational Media	588	0.0122
6	505 mph	2.5721	Tony	ice hockey	1341	Fabrice	210 m/s	921	1398	-443	1.7529	1.8512	Human Computer Interaction	694	-0.1732
4	1749 mph	1.0334	Chris	boxing	957	Vani	-218 m/s	-748	196	1622	-1.3113	2.3386	Technology and Information Management	1801	-0.1521
1	2139 mph	-0.0589	Fabrice	baseball	-988	Andrew	935 m/s	980	-671	155	0.4916	1.3364	Computer Science	130	1.1068
1	314 mph	-0.3524	Fabrice	baseball	-646	Andrew	724 m/s	322	411	461	-1.0008	1.8479	Bioinformatics	564	0.8244
6	1525 mph		Tony	golf	-171	Chris	1325 m/s	1105	594	1446	0.1012	-0.8027	Human Computer Interaction	-839	0.2882
2	1807 mph	1.9253	Vani	track & field	-496	Lise	180 m/s	798	395	-2516	0.2698	0.7163	Technology and Information Management	407	-1.2494
6	854 mph	0.6561	Tony	golf	-249	Chris	361 m/s	442	None	-229	0.3293	1.0543	Games and Playable Media	-213	-0.4426
6	62 mph	-0.7818	Tony	ICE HOCKEY		Fabrice	1250 m/s	1134	699	-1603	0.41	1.4083	Computer Game Design	1843	-0.9606
0	631 mph	0.4037	Lise	badminton	407	Michael	-56 m/s	1519	-107	760	1.3091	1.2012	Data Science	1068	0.5824
5	-850 mph	0.0539	Michael	volleyball	1008	Sam	2572 m/s	1116	-721	361	-0.5665	1.2421	Biotechnology	-458	0.2921
7	-243 mph	0.0144	Inan	basketball	345	Inan	1085 m/s	1908	-83	335	0.1126	0.55	Computational Media	-372	0.1301
2	985 mph	0.5283	Vani	track & field	-236	Reilly	1692 m/s	1054	943	116	-0.8186	2.6104	Applied Mathematics	634	0.9319
0	313 mph	?	Lise	motor sports	605	Eriq	527 m/s	565	-68	546	-0.4332	-0.2913	Statistics	1212	0.6472
